Edge1,Edge2,Weight
4,76,47.25748737739773
4,79,46.801473477310076
4,81,38.590941851166185
4,86,24.528502776614257
4,89,28.64260691677993
4,92,7.965710876931048
4,98,0.14251800850502705
5,9,49.52412132796537
5,13,17.210103678352883
5,14,46.69452890352512
5,17,33.112598570167265
5,21,25.696646434777858
5,22,10.907871092707877
5,24,33.610975760382836
5,25,49.01224258985242
5,30,23.496882545186633
5,35,39.01912854048105
5,40,19.844891059045285
5,42,38.0108744559548
5,43,14.171003989692677
5,47,47.68367140410687
5,51,0.37268259044069274
5,53,5.70285092053695
5,60,25.29849020867545
5,63,31.26235610006297
5,65,37.54665269015099
5,70,46.10030657424481
5,73,0.46515233749708784
5,80,26.3204958634506
5,86,35.283665998930665
5,87,32.122592637051945
5,93,38.76087659810339
5,99,29.5798106984007
6,7,34.68084907624834
6,8,0.7082455846677826
6,21,25.547263420155325
6,29,35.86005009745015
6,32,5.628562186465641
6,35,9.197807485527598
6,38,32.98110254054273
6,39,6.835207780567493
6,46,4.907881237476558
6,48,16.611945876514923
6,50,1.9668136991669638
6,52,22.166339854532495
6,55,39.238125630756734
6,56,11.310285374233075
6,64,43.090489615313665
6,67,36.580778424099535
6,68,39.009344658493596
6,73,11.621670919273996
6,74,2.892242039475729
6,79,42.141294127042734
6,82,11.129420286935494
6,84,23.72744109350845
6,93,16.985652424541968
6,97,38.42255011536799
7,8,8.107799547966149
7,9,14.8308079641219
7,10,3.336086120341608
7,13,37.2791540853692
7,15,34.46708261943458
7,16,11.99557863364491
7,18,9.917884735887961
7,22,17.39020046879635
7,23,44.14764285389852
7,28,34.4949071383593
7,29,23.27263073650582
7,33,42.106646798856175
7,37,7.8582940421647045
7,40,39.16032890389191
7,41,1.9340716600663777
7,44,9.018668813537879
7,46,3.454009462807439
7,47,24.45649624553838
7,48,46.60433990067419
7,54,1.4611966236839413
7,55,38.31813047161778
7,57,28.38665260876787
7,59,23.633054402375965
7,61,9.419085578054503
7,64,33.270871699754004
7,71,5.348185343837769
7,78,43.09784550898252
7,81,2.905930898884818
7,82,35.21373705610642
7,87,4.350913308050508
7,88,48.57846605504756
7,89,22.05077458517411
7,90,4.662588659279204
8,9,9.796428662922828
8,12,11.637045133609526
8,16,8.61731043963984
8,17,38.581818925454655
8,20,7.3990500632237834
8,22,17.350337156481032
8,23,21.836917341868737
8,27,11.812800475011132
8,30,15.079915132125832
8,31,34.73376657373645
8,35,43.15992625025606
8,45,22.818867425177956
8,48,35.66221696987903
8,50,45.42896334648237
8,55,37.04939801552919
8,63,35.02350775310701
8,65,1.6562849041794725
8,66,38.88656881582541
8,70,8.241391085497728
8,72,49.969372781405575
8,75,3.6799689808448166
8,77,31.021311616464644
8,79,47.31800148580942
8,82,22.80380511015032
8,84,49.77026239384291
8,85,5.7688704771882815
8,86,9.64594711226357
8,88,29.627027347953845
8,92,34.701386308483144
9,13,43.81940052934218
9,15,5.326498994187418
9,16,16.19136352202652
9,17,34.4449300736955
9,22,31.412849643988395
9,24,36.79572852725129
9,26,42.86287069169418
9,28,6.952939523435147
9,30,23.087020136577184
9,36,45.86135546133864
9,40,41.29573980504217
9,42,39.71048191716615
9,44,8.91837331324537
9,45,40.20290269315837
9,48,45.9651587196664
9,50,17.63229217378552
9,54,20.013646502612982
9,55,17.01808721876973
9,56,29.397594416123844
9,61,20.750569153163834
9,67,35.31267697368523
9,68,31.8157532499007
9,71,15.15385653156488
9,75,3.703642250148115
9,78,3.2273937099606576
9,81,46.221480753727015
9,83,22.702995429059936
9,86,28.83312857182178
9,88,21.202777321012185
9,90,0.4343172702828746
9,91,3.6938005053353318
9,93,48.295804630555104
9,95,3.657496457805798
10,12,18.130237427506827
10,19,6.37046955094685
10,22,17.96094511349481
10,30,45.00932685744609
10,31,37.16462202396379
10,33,5.0527778448552105
10,36,9.977187031984464
10,38,29.033136298105195
10,39,11.4494500785438
10,42,9.86116998297839
10,43,14.198411472637778
10,44,0.36021720804843005
10,45,43.19398460580934
10,52,44.91667359688796
10,54,1.9277830726433687
10,62,17.401455578163333
10,66,6.548536091355217
10,73,1.4264608944962842
10,76,29.855868893478327
10,78,22.54448648710557
10,79,41.91478298198537
10,80,19.38206396561202
10,83,49.36797603738213
10,85,22.19961945990599
10,96,48.31034391268397
10,98,24.946854507488226
10,99,17.71194373995254
11,12,2.8782409396235167
11,18,37.018075778784706
11,19,47.753467113856246
11,21,35.151235881153134
11,25,42.617958407386695
11,28,33.31571612687016
11,32,46.925616634429986
11,33,38.01840209843469
11,34,38.80842072135654
11,36,19.395885189992523
11,44,8.520440784141886
11,49,24.97101821783538
11,50,43.727061495792654
11,53,22.172144150252908
11,57,2.27915831649943
11,59,6.292014144874486
11,60,46.8740169709256
11,66,39.2869459096979
11,70,42.05107407408445
11,73,29.16790767413488
11,76,13.961433092274127
11,78,29.49071578226229
11,90,17.8176911478024
11,92,31.990249938247832
11,95,49.54620227807848
11,96,16.181171241620014
12,15,17.87870207844935
12,16,45.46247743006454
12,20,41.53149821937522
12,22,38.80646465777194
12,32,37.91908386562967
12,37,23.618066527660535
12,38,44.22193119196785
12,44,46.92480194710612
12,45,6.2070284171743095
12,46,41.02387946380334
12,64,27.101044469059367
12,65,43.914632905206894
12,68,2.7604810767988597
12,78,36.14690033401174
12,79,1.9076368317989478
12,86,13.99520439018267
12,91,24.711495991419095
12,93,31.812033197742807
12,97,15.667683261197757
12,98,13.313397607147358
13,15,42.45711515838103
13,22,42.29467399655835
13,25,43.042243380050756
13,27,37.96183166838081
13,28,3.10912583822906
13,32,34.43012944841583
13,34,32.64350444406908
13,56,46.87064380813706
13,57,33.24464383634121
13,58,4.847103019585985
13,60,20.88882025758289
13,61,11.154155621326211
13,64,29.54961610249266
13,66,26.984489302038256
13,69,1.2384663059374301
13,70,13.988468237929801
13,72,7.390989089075428
13,81,6.953123866452721
13,82,41.564671388875034
13,83,21.43948711032107
13,84,42.69866236268749
13,85,33.920262294484004
13,86,28.167199882275938
13,91,23.038153407166867
13,98,8.4116108202268
14,15,11.24078161845139
14,18,28.307522163069375
14,21,36.10979489082661
14,23,12.975967821771011
14,24,26.22192069840854
14,29,35.4460718571117
14,32,10.420717620940174
14,34,45.95779821068791
14,40,39.99320181936931
14,47,43.77704265929652
14,49,0.003509386235084344
14,53,7.167320015758066
14,56,10.386872822877875
14,61,31.927841908732628
14,67,42.363994278488306
14,74,36.396920185862925
14,84,32.705970687506664
14,90,45.832727420071
14,92,8.194319050168508
14,94,30.237895216567328
14,96,30.38238261178467
15,18,30.01267221148119
15,21,7.666557418812891
15,26,28.201677876388715
15,28,44.04599334555675
15,29,18.600399431734576
15,32,29.875796798752962
15,35,3.0923851203738364
15,42,21.48851655487241
15,49,0.47863380215636964
15,50,30.792586011567586
15,53,16.77527839901342
15,55,12.113748411531411
15,57,17.659864861731013
15,59,30.688075283345544
15,62,7.1181310029792275
15,64,23.81523785115533
15,66,48.95547879577683
15,77,38.68658350320583
15,78,4.020177605482389
15,83,13.296362102838593
15,84,33.94288095773671
15,87,12.71209977068829
16,17,7.572076341459355
16,21,15.447202390536741
16,23,24.481023085097064
16,25,0.6662793805208844
16,28,16.671514826411293
16,35,32.62510545061221
16,36,22.94602265056541
16,39,8.706321044492531
16,45,0.2968982259683006
16,47,19.48403710006938
16,50,11.951640422978492
16,54,19.300162432567173
16,62,21.563173389638667
16,64,34.09900582330556
16,68,45.53634551106116
16,72,42.17984311322645
16,73,23.04686162482866
16,74,49.29652777717626
16,87,20.80152295638496
17,20,49.00309113659699
17,21,11.875748874984172
17,26,27.248558835599855
17,32,2.3857563976873717
17,33,46.5323724973032
17,41,42.60835782138317
17,46,10.776711199839518
17,48,20.280980268599162
17,51,25.853861695470954
17,55,34.607001099943076
17,60,29.428943222903257
17,61,25.313683784035728
17,62,22.078825853279945
17,66,49.86691506770318
17,70,43.408820987054966
17,73,26.50357316706445
17,75,38.79557572909749
17,77,36.99417682803793
17,85,1.1667021922072307
17,90,36.24065065365394
17,94,29.114086923500643
17,96,17.049197075586964
17,97,36.7406120112287
17,99,48.40067393882013
18,23,15.304532075813643
18,25,1.267956246447588
18,26,11.620257030994946
18,30,15.702678442673163
18,32,47.41288773658562
18,33,29.376137044462226
18,38,24.400714241247602
18,40,41.739522052978344
18,43,3.5836307876226883
18,46,25.42185238438136
18,47,22.558547021495606
18,48,8.56452059943788
18,49,43.79482494958075
18,70,47.26430596761369
18,75,5.042690153160928
18,76,44.68312020710394
18,77,45.74085952812993
18,78,6.687794155218008
18,80,28.69530387508259
18,84,11.143858722142285
18,92,39.27891707190121
18,94,44.261137239746894
18,95,14.510039137498115
18,98,20.725946295274504
19,30,1.963685760138123
19,32,48.14363301902452
19,33,46.81986281708991
19,35,13.531159453435826
19,45,41.889455864301254
19,48,39.58990819848443
19,54,43.87165291287632
19,60,37.73072211271619
19,61,26.82568632917131
19,63,0.40225654376735975
19,66,20.655212287024916
19,67,8.698579226547775
19,70,40.894559896067165
19,74,2.456278629442299
19,79,6.329254900986475
19,86,4.986604855289284
19,90,27.137750071279278
19,92,27.237879297780758
19,93,40.659082783229486
19,96,48.96086928940283
19,98,46.989862533181785
20,26,9.140103944509631
20,29,43.462368344013505
20,33,42.93159543495616
20,35,30.260871725301257
20,36,44.20642433178229
20,39,30.14584951875447
20,50,44.20235240115712
20,51,41.865545647579886
20,52,46.44977296913166
20,53,40.74233070257876
20,57,39.43691516259613
20,61,48.585251610511676
20,62,31.682842077521823
20,63,42.92987065488087
20,65,42.01558171518799
20,67,14.999881757907335
20,68,7.988774924440689
20,72,10.309844636942977
20,75,42.52238218906611
20,76,33.58082237499651
20,79,0.39968439977078885
20,84,45.37969827801558
20,85,45.072742780932224
20,88,34.58383839458681
20,89,21.31595199995661
20,95,12.229040493889093
20,98,14.603203033356237
20,99,27.420992397622722
21,24,19.375649269032614
21,25,49.742257345005214
21,31,22.11545447063105
21,35,5.041271490832355
21,42,15.913765431386212
21,45,43.91724127760579
21,47,36.16337725880326
21,48,19.482387975557643
21,49,8.620587478370451
21,50,42.209344530539674
21,51,21.89016932693611
21,55,16.221119469279344
21,57,34.18618657743349
21,64,25.792292744668398
21,66,40.70669763700253
21,68,20.17379270028341
21,75,2.2794884302035134
21,76,42.18188412581688
21,78,1.9708759705865664
21,79,42.00190411513599
21,80,9.235555961017178
21,81,48.54556348416708
21,82,14.92340508382664
21,85,10.460429042816804
21,87,19.51284235533396
21,93,22.752334907284023
22,24,3.3649254186663202
22,29,13.78195117201027
22,34,15.227561731739325
22,36,20.41400829442251
22,43,47.803011850648126
22,45,32.23003856670329
22,46,12.419802841046218
22,52,12.710717846934989
22,55,32.72137574074564
22,60,29.3464858680726
22,65,19.533097721339733
22,66,27.489212623330268
22,67,46.14346656596851
22,69,40.448631805364286
22,71,10.111417781896199
22,72,8.906167607433357
22,73,33.896420446901985
22,75,45.38230189827292
22,77,49.933998232256286
22,80,44.1623961168064
22,81,32.70753358071873
22,82,28.46203902143664
22,89,46.01971473293303
22,95,0.574993106479188
22,98,10.024510454909679
23,27,43.75554300826139
23,37,10.353673788327816
23,38,22.823250180202166
23,45,21.92868023609631
23,46,1.7361491737048707
23,49,9.117624817031956
23,51,10.737403023770863
23,57,23.841090306884517
23,64,2.139874678180387
23,67,22.073662534483624
23,72,22.583801830733275
23,73,21.99323139010548
23,78,19.19399091311253
23,83,23.091952251105546
23,87,35.259487021796
23,90,32.518485438767655
23,93,19.965396504270615
23,94,22.271475454634647
24,25,37.747750151713625
24,27,40.11045724918296
24,30,34.14884162738073
24,43,39.98822148474216
24,47,11.638248622308739
24,48,43.48866648339076
24,60,39.77167195289466
24,64,22.380845130166705
24,66,5.899598672977257
24,67,27.57172343545707
24,72,33.829887629269514
24,75,3.8827806410740573
24,77,28.875168195996142
24,82,26.598179096819997
24,84,47.22203614326733
24,85,31.63714968017317
24,86,19.26228165002947
24,87,10.129506141780631
24,88,26.562890844294245
24,89,15.499022558617714
25,26,40.3343013524674
25,27,44.21537433622211
25,29,11.12788812413627
25,31,46.881239273814
25,35,6.229978657491408
25,37,30.928019564174864
25,40,35.234653552655146
25,44,15.33914045015392
25,45,8.665646530435373
25,47,42.78947980985618
25,48,30.608411055242037
25,60,30.525424755501962
25,66,36.910427115639735
25,67,12.358942137171791
25,68,44.25460343885928
25,71,42.423780813744
25,72,17.243442330290005
25,75,29.61677430123854
25,81,23.48558024078064
25,82,43.649043573323
25,83,33.377752393253054
25,84,22.383214490416453
25,85,27.901003605713854
25,87,14.096343673204881
25,89,16.229906905441442
25,91,29.99358953484565
25,95,37.89403837890774
25,98,17.690811599429345
25,99,22.665378098810645
26,31,46.306334407141
26,40,26.516436155656116
26,43,24.26705248143717
26,48,45.15496185801398
26,51,40.88502907254886
26,60,4.886837180336389
26,63,35.118668758717114
26,65,16.21011052904079
26,70,16.31937486378688
26,73,49.76873647135673
26,79,30.66718209107433
26,90,40.28446990722289
26,93,1.66756573722866
26,97,39.30519880919546
27,30,25.635148661560414
27,33,35.70308479763551
27,36,49.774526355520536
27,38,8.444001822572272
27,43,41.648706084898365
27,45,20.59859607842037
27,46,23.3990050971003
27,48,15.869368550732183
27,49,16.700194824716636
27,52,39.79014873681874
27,55,30.014918294695626
27,56,22.147251077729113
27,57,23.985986206837655
27,59,26.8755277437264
27,60,20.045587794327112
27,61,39.659640378751085
27,62,3.455817953705748
27,64,9.449808371188478
27,65,10.307431963587598
27,67,2.997385261058394
27,69,27.526037920915265
27,75,0.4921552266391571
27,79,49.32818064950571
27,80,31.82833341217376
27,86,25.2539446884441
27,87,44.01147972805509
27,88,32.66732920630885
27,89,26.32755497192806
27,96,38.17017464875106
27,97,45.806762218565396
28,30,19.349352533257917
28,32,16.603634740672206
28,37,40.14684055332583
28,39,28.255636534977363
28,41,20.413239536020534
28,46,40.5459221124942
28,55,11.16109070729262
28,57,28.528783372389476
28,58,15.621641270394493
28,59,35.85024695588492
28,61,36.49913500387804
28,63,27.96099503064523
28,67,4.976492367009467
28,68,41.36548983874165
28,72,13.370165443160609
28,73,37.70425907811355
28,76,1.5088360948445734
28,87,13.618375850957804
28,91,5.124413330029914
28,95,47.070532113411076
28,97,38.90505018285133
28,99,36.66916441884778
29,33,0.9767237571607579
29,36,18.58545477330482
29,43,47.50522836341075
29,46,4.681457793237892
29,47,7.904023178210201
29,56,27.909546844946874
29,57,17.150558442925945
29,67,0.2775291127448176
29,73,33.08238317797096
29,78,6.4986990161877864
29,80,19.29809466228364
29,85,18.854352071948625
29,86,10.99479735764493
29,88,43.91885445208391
29,92,39.60483966666836
29,93,23.520690458101747
29,94,16.88848960839142
29,95,36.97401849848421
29,96,38.19107559836243
29,97,14.9177325118994
29,99,17.19554382515291
30,32,18.8841468503124
30,40,1.5721568562346966
30,41,25.44183221261328
30,42,19.942518566135632
30,43,46.30919177558419
30,44,48.516366872062186
30,49,45.450222665612536
30,62,7.26953102469049
30,65,32.50934742135998
30,70,12.195691272957914
30,75,6.045657119901487
30,84,26.376564836662354
30,86,45.58303650293815
30,89,23.084233740546495
30,92,29.167410133894993
30,96,49.11439547470975
30,97,0.7053434796818636
31,32,11.993753934803369
31,33,15.753728326603845
31,35,37.6422042279298
31,36,10.644293611459055
31,37,32.54806603393583
31,40,14.620904900569265
31,41,3.152294652988746
31,43,5.847238216415141
31,45,31.110077530957003
31,56,15.823875561226403
31,58,39.749764556820935
31,60,11.310160068633019
31,61,21.928281197620908
31,69,22.405579697723095
31,72,35.67619587857486
31,76,3.7307032329385867
31,78,17.31969717110638
31,79,11.019441255485656
31,82,19.845311313424784
31,85,27.0416174629132
31,87,24.62658169902488
31,89,36.34241491653021
31,94,47.290618589473
31,96,37.20646516814449
31,98,6.0056587443860945
32,43,44.31568616245746
32,45,38.98005325698136
32,49,33.648124343853844
32,50,10.130236530207714
32,51,34.67627283991483
32,59,34.24298790524379
32,60,23.054201068209608
32,61,17.01952720491508
32,62,7.741087438554817
32,67,48.56706012366677
32,71,1.5148471114686035
32,73,10.755236980976573
32,74,28.296886770364672
32,75,37.8941955261422
32,79,48.203426749801125
32,83,7.706058209954858
32,84,37.46491776913567
32,92,45.34137159717328
32,93,26.956806655368084
32,94,48.59722705396041
32,97,14.798819905070298
33,34,26.284804389570954
33,41,10.396004907075056
33,42,38.285423621316596
33,44,31.326605431742273
33,49,28.45769235373764
33,50,43.019688758077606
33,59,15.05167039714368
33,62,19.571645156347056
33,66,48.948270092869755
33,67,7.598458759740256
33,71,2.804802637010406
33,72,10.568453399865636
33,78,10.335922181859736
33,79,46.02265387298677
33,80,2.5188459301671684
33,83,25.147137412650938
33,84,17.127199248975238
33,85,3.7381487481947695
33,88,45.23281817657045
33,89,15.254337330053557
33,90,46.02112242066471
33,98,42.525115202175726
34,36,34.40061434974516
34,37,30.32930545268173
34,43,8.489494394175539
34,47,16.091544795573697
34,50,48.03067556402934
34,60,20.782698564138435
34,63,5.511656823684074
34,65,28.124138589859342
34,67,10.211761710489615
34,69,46.41957322179683
34,70,26.106979163401594
34,74,35.97840252684119
34,75,8.273422476361574
34,77,30.229947372458355
34,78,30.621984566470893
34,79,45.57089409202495
34,80,48.61024744568689
34,92,28.735708671504405
34,97,31.94146873734297
34,98,28.10960670371983
35,38,26.842373583976944
35,40,34.67635046542537
35,41,10.442220157273802
35,44,17.82091146586741
35,49,42.753559307819714
35,50,8.057181206496667
35,53,16.243965193470526
35,57,33.74412190635843
35,68,37.33609980496468
35,69,9.060719169178899
35,76,40.838257475860374
35,77,17.698152181874622
35,80,8.166258918367152
35,83,35.65336858390201
35,84,20.577911677147053
35,85,35.137077959124895
35,87,24.227169333394016
35,91,48.820566721691776
35,96,1.4131108971780715
35,99,18.68275488086405
36,39,28.22761049865067
36,42,16.652850080055632
36,49,7.062877502378223
36,53,18.043178611527814
36,54,14.564452055207887
36,56,25.953217698884778
36,58,2.9977683280382195
36,84,21.88677431331606
36,86,8.383713154059775
36,87,27.840025352832555
36,88,39.64098074027563
36,94,29.21438155834279
36,95,7.659723201289969
36,97,23.67928435419686
37,38,29.476363091505174
37,40,48.883614441988996
37,44,28.888879796974642
37,46,45.203150073927645
37,47,15.716790206164799
37,48,33.539015224712124
37,55,39.99427211846351
37,57,1.2001789751205694
37,58,38.361406082323064
37,61,29.632079307582565
37,63,44.431916789028435
37,64,33.601009391679845
37,65,49.277974646393766
37,66,30.915673268766746
37,68,49.468453941790656
37,73,45.25745162875625
37,74,4.931073879419906
37,76,18.81977852373643
37,81,21.23538227410018
37,83,4.531161630058339
37,84,33.602772427515795
37,85,13.088936114137223
37,87,42.37537486506315
37,91,16.86916281524471
37,93,14.5005739285182
37,96,5.463354099262135
37,99,41.039448675435196
38,39,25.21679742362665
38,40,27.152644933226576
38,44,42.83739324353276
38,45,0.61483064507174
38,46,25.423214113607695
38,47,40.372810494893706
38,48,36.980670403304615
38,55,22.422749698264827
38,56,10.142798258796299
38,60,43.03024501650724
38,61,21.89010183286283
38,62,48.98802835301363
38,63,40.20949898837416
38,69,38.739227788151204
38,71,27.884718770824605
38,75,1.3203047186496952
38,80,12.668278238786018
38,86,27.945854774743072
38,89,9.499046646936998
38,94,47.846273803132675
38,98,26.676654670035
39,41,12.496801011667625
39,42,18.770766134380885
39,47,3.951217538091145
39,51,17.145936436840376
39,52,39.83893230636136
39,53,45.79213416663169
39,54,6.759605837217269
39,57,28.304012332321527
39,58,2.132966462816116
39,61,23.653187970474264
39,64,3.481906522342909
39,70,23.477661899978568
39,72,39.381595726916046
39,77,45.735884655041836
39,83,44.97320153279726
39,91,42.04483949880332
39,93,42.19251807168768
40,41,40.30349635533892
40,42,40.42192842204111
40,45,9.292953445540258
40,47,22.329429167477656
40,50,19.30892479480717
40,53,15.242965832982701
40,54,37.31842428099474
40,57,49.92188277307027
40,60,6.438478173652962
40,63,10.139978322090093
40,65,37.76688861793174
40,69,8.84484212223564
40,71,46.38485463284114
40,74,8.706726347985471
40,77,14.699212183746118
40,84,21.134212498520387
40,85,5.140582514773806
40,87,49.08972403954051
40,89,9.51110702797806
40,94,1.784517508048722
40,96,11.008726489849385
41,43,17.45230871821908
41,44,1.0724002546541822
41,45,11.753123051037717
41,47,38.299222138587695
41,49,24.818678940642563
41,51,30.261489570862278
41,52,40.26910343054697
41,56,23.984549887009614
41,58,44.09354500893454
41,60,32.44075698775378
41,61,7.731329967793055
41,66,46.950585695372226
41,72,30.344795991044283
41,73,45.09321396228141
41,74,16.271497028280084
41,76,15.620964543795267
41,78,47.632040174828106
41,79,2.809952926757431
41,85,36.897819095000735
41,87,24.510367414586902
41,90,33.2335834765516
41,92,47.52703683784636
41,94,38.95496465529111
41,98,8.38947495746618
41,99,10.432481603870809
42,43,4.77249699374171
42,46,20.738380966719994
42,51,38.95564125705471
42,52,20.208670063701504
42,53,34.41330784446488
42,55,22.41501747044986
42,60,35.53024287072732
42,68,45.42519607561055
42,72,33.768538518262694
42,74,30.022002908201863
42,78,31.29768117262421
42,79,35.68094605543379
42,80,18.56314341720835
42,86,36.27208433000013
42,88,5.520356484096251
42,98,34.20696779744068
43,50,30.790136720009613
43,54,34.77571801570802
43,55,49.27502866111217
43,57,9.38449910716464
43,60,28.990503009364655
43,61,45.98393987029959
43,62,7.495862913707496
43,66,44.21724491300033
43,71,48.833629344994286
43,73,6.388904123948919
43,74,47.71749717314919
43,76,44.9884908860068
43,79,10.543380635524391
43,81,45.817652935076765
43,82,23.449563139199036
43,90,19.915464399566137
44,46,23.317866756682797
44,48,38.7911252400213
44,49,24.95865381016135
44,51,9.674099832888295
44,59,41.08819537346409
44,61,47.00608967595618
44,63,4.350613030169348
44,71,25.433851403891417
44,73,0.11604489644836957
44,75,13.212141602148419
44,79,26.32877133409488
44,86,18.721835583235492
44,90,39.17994672301956
44,91,30.046542394491688
44,93,10.05281378658407
44,94,0.38526996132128843
44,96,44.09535321694541
44,99,48.5345392837072
45,52,46.947306828116396
45,54,23.256714894703983
45,59,1.5560449638035878
45,62,12.019784999916167
45,66,38.1704810746712
45,75,25.956751508159464
45,80,7.994654236911991
45,83,21.858775794733138
45,87,22.43731770711061
45,89,37.4829964735644
45,91,32.96459015497913
45,92,2.5161383223324063
45,96,4.692390819176873
45,98,16.01888571697416
46,47,11.59810462159111
46,58,34.13923487978135
46,69,29.29594191915294
46,75,0.2185085919168106
46,76,11.799320151157232
46,80,42.61452136237103
46,87,10.495507956731476
46,88,33.31928764331257
46,89,14.311901096943874
46,97,23.20149336332205
46,99,3.9065386600370458
47,52,7.358291404554307
47,53,33.91162866998941
47,56,36.25541398969375
47,59,16.41673066461802
47,67,28.54814689542222
47,68,36.48666389340028
47,69,40.71142457831976
47,77,20.683077143094337
47,79,31.183572609452785
47,80,14.27668828447312
47,81,43.03340494073847
47,84,40.52894530525251
47,93,0.7943227323933044
47,98,36.16094773786232
48,50,6.88435095464599
48,57,26.13022262738695
48,61,7.512708597523988
48,62,34.414240060130325
48,68,47.8687731047085
48,70,28.398494781044874
48,75,15.346389098706375
48,87,32.973787523902
48,91,37.47806369282105
48,93,26.21198590930518
48,96,13.520763675906739
48,99,6.493210745322409
49,50,10.010503791134507
49,56,27.239990629301715
49,64,12.441952081814334
49,67,31.716308248248936
49,71,45.40773810233282
49,75,24.27529194005164
49,80,19.38467657173744
49,82,17.514178524289033
49,84,48.474666572030614
49,87,45.86302384282022
49,90,38.748080891215594
49,94,14.119310663026324
49,95,4.148720566842395
49,96,47.612870349446034
49,99,30.18873279469789
50,54,22.061395797785828
50,56,41.94299749026418
50,57,46.59386516122747
50,60,11.475664371593835
50,61,10.985663265853168
50,64,31.418551109077413
50,65,35.912698836530524
50,67,2.3920177363591586
50,71,25.101356705822596
50,75,12.352513441689789
50,83,43.044935023480555
50,88,1.236940032802658
50,90,4.916446182292394
50,91,4.646242173340065
50,94,25.129019871087554
50,97,47.81726273173543
51,53,11.861464733335048
51,54,8.197042923392427
51,59,2.4362218868414276
51,61,9.189740771351456
51,62,22.96247861478288
51,63,0.7129696032264099
51,67,7.893184240291967
51,69,13.91983493486833
51,71,31.921393469893193
51,73,44.22031986668683
51,75,35.970226502927254
51,77,31.03772592835797
51,80,30.732175367620187
51,87,24.329819989643088
51,90,34.90834533493663
51,94,49.85134955757409
51,95,18.764806553007553
51,99,14.420709740033393
52,53,12.677772109112906
52,54,27.06013824255479
52,55,1.5309865633671038
52,57,7.943630066210644
52,60,12.072757972961295
52,66,48.24494461464836
52,70,47.7350805101523
52,79,7.885476969443622
52,86,4.162530503503309
52,87,48.99479860731217
52,88,29.231870272299197
52,99,32.366931304927846
53,62,20.747639874763372
53,69,0.332303135749501
53,71,49.52215111436544
53,75,36.44484064408327
53,76,48.91082020618344
